id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3923,57,retired,married,primary,no,-464,yes,no,cellular,4,feb,75,1,190,6,failure,no
2646,40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
311,55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,unknown,no
3998,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
4206,40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,no
195,57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,354,3,-1,0,unknown,no
4296,33,admin.,single,secondary,no,894,no,no,cellular,5,feb,509,2,-1,0,unknown,no
2317,58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,no
4008,41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,20,jun,10,8,-1,0,unknown,no
4203,37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,no
1140,36,management,single,tertiary,no,3875,yes,no,unknown,27,may,21,5,-1,0,unknown,no
4512,40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,no
4374,45,services,divorced,primary,no,3854,yes,no,unknown,20,jun,10,3,-1,0,unknown,no
4238,36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes
2520,38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,no
4290,40,services,married,tertiary,no,35,no,no,cellular,3,jul,318,4,317,3,failure,no
1014,36,admin.,married,secondary,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown,no
76,41,blue-collar,divorced,secondary,no,174,yes,no,cellular,14,may,367,2,297,1,other,no
3891,39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,unknown,no
193,36,services,married,secondary,no,1981,no,no,unknown,17,jun,48,2,-1,0,unknown,no
2210,34,entrepreneur,married,tertiary,no,4343,no,no,unknown,9,jun,85,4,-1,0,unknown,no
518,34,management,married,tertiary,no,902,yes,no,cellular,14,may,159,1,367,2,other,no
707,55,retired,married,primary,no,8894,no,no,unknown,11,jun,262,1,-1,0,unknown,no
2815,37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,unknown,no
2413,36,services,married,secondary,no,257,yes,no,cellular,12,may,86,2,-1,0,unknown,no
2176,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes
3091,38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
611,32,blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,171,1,-1,0,unknown,no
4122,42,technician,divorced,secondary,no,248,no,no,cellular,19,aug,163,4,-1,0,unknown,no
1816,52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,-1,0,unknown,no
269,56,services,divorced,secondary,no,1007,no,no,cellular,29,jul,88,6,-1,0,unknown,no
1159,31,management,single,tertiary,no,62,yes,no,cellular,18,may,175,1,293,5,failure,no
4257,32,services,married,secondary,yes,-220,yes,yes,cellular,25,jul,123,2,-1,0,unknown,no
2155,34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no
654,58,retired,married,secondary,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown,no
3453,30,technician,single,secondary,no,3107,yes,no,unknown,3,jun,1516,2,-1,0,unknown,no
1549,41,self-employed,married,secondary,no,28,yes,no,cellular,11,may,49,1,-1,0,unknown,no
2742,47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown,no
3592,39,services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
1012,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
3009,57,blue-collar,married,primary,no,93,yes,no,telephone,17,apr,137,1,-1,0,unknown,no
1906,49,blue-collar,divorced,primary,no,15,yes,no,unknown,27,may,550,7,-1,0,unknown,no
2483,40,blue-collar,married,secondary,no,271,yes,no,unknown,29,may,483,2,-1,0,unknown,no
546,47,self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236,2,-1,0,unknown,no
2465,44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
861,48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown,no
2116,33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no
3074,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1156,1,-1,0,unknown,no
1874,42,blue-collar,married,unknown,no,-406,yes,no,cellular,30,jul,152,5,-1,0,unknown,no
3251,60,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167,1,-1,0,unknown,no
1048,34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
1261,30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80,2,-1,0,unknown,no
2741,37,technician,single,secondary,no,61,yes,no,unknown,19,may,182,8,-1,0,unknown,no
2340,27,admin.,married,secondary,no,132,no,no,cellular,13,oct,123,2,-1,0,unknown,no
737,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
106,37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,jun,371,3,-1,0,unknown,no
2163,51,technician,married,secondary,no,1490,yes,no,cellular,18,jul,227,2,-1,0,unknown,no
1817,27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,apr,130,1,323,1,other,no
565,40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,194,1,247,1,failure,no
1760,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
2219,44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
1744,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no
1620,37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,unknown,no
2607,32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,-1,0,unknown,no
4437,44,management,married,tertiary,no,4460,no,no,telephone,31,jul,168,2,-1,0,unknown,no
1615,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
119,46,management,divorced,tertiary,no,25,no,no,unknown,17,jun,564,2,-1,0,unknown,no
1600,32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,181,2,failure,no
2335,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no
796,38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no
1606,41,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,unknown,no
4268,39,services,married,secondary,no,0,yes,no,cellular,8,may,503,1,-1,0,unknown,no
2431,42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
1728,36,blue-collar,married,unknown,no,6,no,no,unknown,20,jun,41,7,-1,0,unknown,no
5,35,management,single,tertiary,no,747,no,no,cellular,23,feb,141,2,176,3,failure,no
2590,59,services,married,secondary,no,0,yes,no,cellular,12,may,214,3,-1,0,unknown,no
1173,34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945,1,139,1,success,no
4082,47,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,676,1,-1,0,unknown,no
2635,30,technician,married,secondary,no,616,yes,no,cellular,6,may,19,1,-1,0,unknown,no
1502,49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no
3265,55,retired,married,secondary,no,1467,no,yes,cellular,29,jul,277,2,-1,0,unknown,no
84,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,yes
3744,26,admin.,single,secondary,no,321,yes,no,cellular,22,jul,242,7,-1,0,unknown,no
3935,38,management,single,tertiary,no,1704,no,no,cellular,1,sep,222,1,-1,0,unknown,no
3121,53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
259,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown,yes
3230,32,blue-collar,single,secondary,no,2285,yes,no,unknown,14,may,413,2,-1,0,unknown,no
3740,36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
3280,60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,no
1568,42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
4029,37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,-1,0,unknown,no
3231,29,admin.,married,secondary,no,22171,yes,no,cellular,18,may,44,1,355,3,failure,no
3726,45,technician,married,unknown,no,473,yes,no,unknown,27,may,147,1,-1,0,unknown,no
1003,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
698,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
3544,52,unemployed,married,primary,no,-110,no,yes,cellular,29,jan,141,1,-1,0,unknown,no
3834,36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136,1,120,1,failure,no
1293,46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,unknown,no
1750,47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no
3561,51,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown,no
3137,42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429,2,-1,0,unknown,no
2135,57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,no
3175,38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,unknown,no
1395,38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes
2495,38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,260,1,-1,0,unknown,no
4518,57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,no
1495,31,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,unknown,no
449,39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,unknown,no
1741,41,management,married,tertiary,no,51,no,no,cellular,25,aug,140,8,-1,0,unknown,no
3543,39,technician,married,secondary,no,6,yes,no,cellular,18,may,122,3,357,4,failure,no
1777,43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,no
3491,47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,yes
470,40,management,married,tertiary,no,8969,yes,no,cellular,17,nov,153,1,-1,0,unknown,no
1526,60,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
2033,41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,yes
571,50,self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,10,-1,0,unknown,no
4241,30,technician,single,tertiary,no,411,no,no,cellular,21,apr,142,1,-1,0,unknown,no
2397,43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379,17,-1,0,unknown,no
4009,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
12,36,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328,2,-1,0,unknown,no
3588,27,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
2346,36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,168,2,-1,0,unknown,no
1178,27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116,3,-1,0,unknown,no
3832,47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,no
3219,72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
2723,34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown,no
4344,42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown,no
243,27,admin.,married,secondary,no,-247,yes,yes,unknown,4,jun,344,2,-1,0,unknown,no
3987,32,services,married,secondary,no,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,no
3882,38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,63,1,-1,0,unknown,no
597,37,housemaid,married,primary,no,189,no,no,cellular,8,aug,148,4,-1,0,unknown,no
3366,52,unknown,married,primary,no,247,no,no,cellular,29,jul,268,6,-1,0,unknown,no
1364,34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
2990,56,blue-collar,married,primary,no,828,yes,no,cellular,14,may,214,1,349,1,failure,no
3789,47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
1811,44,admin.,single,secondary,no,-101,yes,no,cellular,10,jul,99,1,-1,0,unknown,no
3483,40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other,no
3841,32,technician,married,secondary,no,5122,no,no,cellular,13,aug,31,1,-1,0,unknown,no
411,34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342,1,-1,0,unknown,no
2893,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,no
2488,35,technician,married,secondary,no,700,yes,no,unknown,23,may,240,2,-1,0,unknown,no
3794,43,unemployed,single,unknown,no,3274,yes,no,cellular,22,may,680,1,95,1,failure,no
3825,32,technician,married,secondary,yes,4,yes,yes,cellular,25,aug,132,8,-1,0,unknown,no
3271,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes
4045,34,technician,single,secondary,no,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no
1522,39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no
1385,42,admin.,married,secondary,no,3165,yes,no,unknown,16,jun,298,4,-1,0,unknown,no
438,36,management,married,secondary,no,644,yes,no,cellular,18,nov,54,2,-1,0,unknown,no
2610,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,no
237,57,technician,married,unknown,no,206,yes,no,unknown,5,may,216,3,-1,0,unknown,no
2064,36,management,single,tertiary,no,2806,yes,no,unknown,30,may,358,4,-1,0,unknown,no
2196,54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27,1,84,3,failure,no
3016,39,technician,single,secondary,no,122,yes,no,unknown,2,jun,158,1,-1,0,unknown,no
1197,64,management,married,tertiary,no,679,no,no,telephone,22,apr,135,3,-1,0,unknown,no
1756,32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107,4,-1,0,unknown,no
20,38,management,divorced,unknown,no,0,yes,no,cellular,18,nov,96,2,-1,0,unknown,no
939,31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
3100,66,retired,married,primary,no,747,no,no,telephone,28,jan,203,3,93,1,failure,no
3292,28,technician,single,tertiary,no,356,no,no,cellular,2,mar,76,2,-1,0,unknown,no
1058,32,management,married,tertiary,no,1390,no,no,cellular,7,aug,116,2,-1,0,unknown,no
1360,31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown,no
3259,52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
1427,49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
2960,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no
1668,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,no
1516,29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
1069,45,technician,single,unknown,no,7108,yes,yes,cellular,18,nov,53,1,172,3,failure,no
3725,49,unemployed,married,primary,no,-384,yes,no,unknown,27,may,25,1,-1,0,unknown,no
2031,33,management,married,tertiary,no,4,yes,no,cellular,16,jul,285,5,-1,0,unknown,no
2728,60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure,no
2577,39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
1943,40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no
3040,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
963,34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
1420,29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
610,50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,unknown,no
421,37,management,married,tertiary,no,502,yes,no,cellular,7,may,551,1,351,1,failure,no
3127,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no
29,53,admin.,married,secondary,no,105,no,yes,cellular,21,aug,74,2,-1,0,unknown,no
4101,48,blue-collar,married,primary,no,559,yes,no,unknown,15,may,1231,2,-1,0,unknown,no
802,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
3253,39,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,99,6,-1,0,unknown,no
186,34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success,no
1227,30,blue-collar,single,secondary,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
4128,34,admin.,divorced,secondary,no,1268,yes,no,cellular,15,may,259,3,-1,0,unknown,no
3715,51,admin.,married,secondary,no,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,no
1480,35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no
3568,39,admin.,divorced,secondary,no,1022,yes,no,unknown,20,jun,20,3,-1,0,unknown,no
3208,30,blue-collar,married,primary,no,-518,yes,yes,unknown,28,may,244,6,-1,0,unknown,no
608,51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown,no
2078,31,self-employed,single,secondary,no,1086,no,no,cellular,20,nov,410,1,-1,0,unknown,no
995,38,blue-collar,married,secondary,no,1370,yes,no,cellular,11,may,472,2,-1,0,unknown,no
2718,48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,unknown,no
2324,34,blue-collar,married,secondary,no,103,yes,yes,unknown,8,may,956,2,-1,0,unknown,no
2487,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no
2902,32,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,no
4200,49,management,single,primary,no,548,no,no,telephone,31,jul,115,6,-1,0,unknown,no
4351,39,management,single,secondary,no,36,no,no,cellular,29,aug,70,2,-1,0,unknown,no
2320,29,management,single,tertiary,no,0,no,no,unknown,16,may,16,25,-1,0,unknown,no
460,55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
2709,32,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97,3,-1,0,unknown,no
2296,32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown,yes
3589,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
298,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
2802,34,blue-collar,married,secondary,no,516,yes,yes,unknown,2,jun,26,1,-1,0,unknown,no
539,41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,unknown,no
1307,41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown,no
950,44,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56,2,-1,0,unknown,no
3823,35,admin.,married,secondary,no,0,no,no,unknown,7,may,326,1,-1,0,unknown,no
663,53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,other,no
2027,38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,no
4338,50,management,married,tertiary,no,19447,yes,yes,cellular,21,nov,166,1,-1,0,unknown,no
362,50,housemaid,married,primary,no,395,yes,no,unknown,15,may,419,2,-1,0,unknown,no
3932,25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,yes
570,46,entrepreneur,married,unknown,no,242,yes,no,unknown,9,may,332,2,-1,0,unknown,no
3309,28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no
3683,42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
1968,52,management,married,tertiary,no,0,yes,no,cellular,9,jul,197,1,-1,0,unknown,no
2899,46,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381,3,-1,0,unknown,no
2339,54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,aug,177,4,-1,0,unknown,no
2851,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,yes
3270,35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96,2,109,4,success,no
779,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,no
2771,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no
2705,41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown,yes
307,38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,249,5,-1,0,unknown,no
2760,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
986,56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
4020,42,management,married,secondary,yes,-34,no,no,cellular,5,feb,176,1,-1,0,unknown,no
2954,51,services,married,secondary,no,0,no,yes,unknown,26,jun,565,3,-1,0,unknown,no
1677,33,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119,2,-1,0,unknown,no
4285,37,admin.,married,tertiary,no,0,yes,no,cellular,21,jul,115,1,-1,0,unknown,no
3526,45,technician,married,secondary,no,-149,yes,no,cellular,14,jul,287,2,-1,0,unknown,no
2877,49,admin.,married,primary,no,169,yes,no,cellular,15,may,82,3,-1,0,unknown,no
114,25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,yes
1633,59,blue-collar,married,primary,no,699,no,no,cellular,28,jan,98,1,154,6,failure,no
2293,34,entrepreneur,married,secondary,no,2,yes,yes,cellular,5,may,184,1,167,6,failure,no
2131,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,4,failure,yes
703,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown,no
2461,31,services,single,secondary,no,11386,yes,no,cellular,20,nov,356,1,-1,0,unknown,no
3229,41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown,yes
1586,42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,unknown,no
4364,63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown,yes
1501,46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
2914,37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure,no
4316,49,blue-collar,married,unknown,no,51,yes,no,unknown,7,may,984,1,-1,0,unknown,no
3509,34,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown,no
1933,49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure,no
3363,33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
2719,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
2409,32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204,2,-1,0,unknown,no
151,36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,102,3,-1,0,unknown,no
763,35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown,no
3599,59,blue-collar,married,primary,no,2814,no,no,unknown,20,jun,81,3,-1,0,unknown,no
1367,40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,no
892,27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
2223,42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,141,1,-1,0,unknown,no
3405,55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown,no
2833,38,retired,single,unknown,no,62,no,no,unknown,19,jun,212,1,-1,0,unknown,no
1096,46,technician,married,tertiary,no,217,yes,no,cellular,14,may,141,1,346,2,other,no
318,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
1736,40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,yes
4453,35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,nov,340,1,183,2,failure,no
3012,36,services,married,secondary,no,-11,yes,no,cellular,30,jul,172,28,-1,0,unknown,no
2981,44,blue-collar,divorced,secondary,no,221,no,no,cellular,30,jul,149,13,-1,0,unknown,no
693,53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown,no
1445,32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
3988,57,admin.,married,secondary,no,-967,yes,no,telephone,15,may,8,7,-1,0,unknown,no
2005,51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,no
3380,33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,other,no
2245,45,technician,married,secondary,no,115,yes,no,cellular,6,may,108,1,-1,0,unknown,no
691,22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no
2873,35,management,divorced,tertiary,no,160,yes,no,unknown,4,jun,141,6,-1,0,unknown,no
1409,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
829,35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown,no
2963,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
3774,34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,no
313,43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,unknown,no
2924,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
2109,27,admin.,single,secondary,no,-145,yes,no,telephone,15,may,289,8,-1,0,unknown,no
4300,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,yes
33,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,unknown,yes
3347,36,management,married,tertiary,no,340,yes,no,cellular,20,apr,68,2,-1,0,unknown,no
4294,42,services,married,secondary,no,-246,yes,no,unknown,7,may,149,1,-1,0,unknown,no
413,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
1566,45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,-1,0,unknown,no
3559,36,admin.,single,secondary,no,319,yes,no,cellular,18,may,120,2,-1,0,unknown,no
375,30,services,single,secondary,no,0,yes,no,cellular,18,may,131,6,363,9,failure,no
3367,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,yes
3872,29,services,single,secondary,no,209,yes,no,cellular,28,jul,487,7,-1,0,unknown,no
3944,55,management,married,tertiary,no,171,yes,no,cellular,8,aug,73,6,-1,0,unknown,no
3370,31,student,single,tertiary,no,64,no,no,cellular,15,sep,208,1,105,2,success,no
2073,33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown,yes
